"","Received.Year","Received.Month","Report.Date","County.Name","Animal.Classification","Number.of.Samples","Positive.Samples","Latitude.Center.Point","Longitude.Center.Point","Geocode"
"25053",2023,7,NA,"Schenectady","Dog",1,0,42.81422,-73.9441,"POINT (-73.9441 42.81422)"
"25054",2009,4,NA,"Orange","Cat",2,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"25055",2014,12,NA,"Warren","Cat",1,0,43.42622,-73.71242,"POINT (-73.71242 43.42622)"
"25056",2008,7,NA,"Franklin","Dog",1,0,44.84888,-74.29136,"POINT (-74.29136 44.84888)"
"25057",2022,12,NA,"Essex","Wild Other",3,0,44.21634,-73.59043,"POINT (-73.59043 44.21634)"
"25058",2012,9,NA,"Schenectady","Dog",2,0,42.81422,-73.9441,"POINT (-73.9441 42.81422)"
"25059",2019,8,NA,"Albany","Wild Other",1,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"25060",2019,9,NA,"Oswego","Bat",1,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25061",2015,12,NA,"Broome","Dog",2,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"25062",2020,12,NA,"Westchester","Wild Other",1,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25063",2009,6,NA,"Sullivan","Cat",4,0,41.65454,-74.68491,"POINT (-74.68491 41.65454)"
"25064",2018,1,NA,"Broome","Dog",1,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"25065",2020,12,NA,"Herkimer","Bat",2,0,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"25066",2008,3,NA,"Montgomery","Bat",1,0,42.95571,-74.37199,"POINT (-74.37199 42.95571)"
"25067",2021,5,NA,"Cayuga","Bat",3,1,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"25068",2019,5,NA,"Erie","Cat",8,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"25069",2020,12,NA,"Putnam","Rodents",1,0,41.42733,-73.74847,"POINT (-73.74847 41.42733)"
"25070",2014,7,NA,"Hamilton","Bat",3,0,43.47081,-74.41132,"POINT (-74.41132 43.47081)"
"25071",2008,6,NA,"Putnam","Wild Other",1,0,41.42733,-73.74847,"POINT (-73.74847 41.42733)"
"25072",2009,1,NA,"Chenango","Cat",1,0,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"25073",2011,7,NA,"Nassau","Cat",9,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"25074",2016,6,NA,"Dutchess","Bat",6,0,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"25075",2012,11,NA,"Tompkins","Domestic Other",1,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"25076",2011,9,NA,"Essex","Raccoon",1,0,44.21634,-73.59043,"POINT (-73.59043 44.21634)"
"25077",2016,9,NA,"Chenango","Dog",1,0,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"25078",2022,7,NA,"Cayuga","Cat",3,1,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"25079",2009,12,NA,"Nassau","Cat",2,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"25080",2016,7,NA,"Onondaga","Raccoon",3,1,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"25081",2018,1,NA,"Cortland","Bat",1,0,42.60121,-76.18048,"POINT (-76.18048 42.60121)"
"25082",2020,6,NA,"Rockland","Fox",1,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"25083",2010,12,NA,"Westchester","Wild Other",3,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25084",2016,4,NA,"Livingston","Cat",1,0,42.80006,-77.81584,"POINT (-77.81584 42.80006)"
"25085",2008,8,NA,"St. Lawrence","Wild Other",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"25086",2018,1,NA,"Wayne","Cat",1,0,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"25087",2021,4,NA,"Otsego","Bat",1,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"25088",2012,8,NA,"Greene","Bat",5,0,42.21761,-73.86491,"POINT (-73.86491 42.21761)"
"25089",2008,1,NA,"Nassau","Dog",4,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"25090",2010,1,NA,"Erie","Rodents",4,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"25091",2014,11,NA,"Putnam","Bat",2,1,41.42733,-73.74847,"POINT (-73.74847 41.42733)"
"25092",2023,4,NA,"Greene","Cat",1,0,42.21761,-73.86491,"POINT (-73.86491 42.21761)"
"25093",2019,11,NA,"Niagara","Bat",2,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"25094",2018,9,NA,"Chautauqua","Bat",2,0,42.25171,-79.50169,"POINT (-79.50169 42.25171)"
"25095",2010,3,NA,"Cayuga","Raccoon",4,3,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"25096",2008,9,NA,"Sullivan","Bat",3,0,41.65454,-74.68491,"POINT (-74.68491 41.65454)"
"25097",2013,10,NA,"Sullivan","Cat",1,0,41.65454,-74.68491,"POINT (-74.68491 41.65454)"
"25098",2022,9,NA,"Westchester","Raccoon",1,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25099",2012,11,NA,"Greene","Cat",3,0,42.21761,-73.86491,"POINT (-73.86491 42.21761)"
"25100",2019,11,NA,"Erie","Dog",14,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"25101",2018,3,NA,"Onondaga","Cat",2,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"25102",2018,10,NA,"Erie","Skunk",2,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"25103",2016,6,NA,"St. Lawrence","Cattle",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"25104",2011,9,NA,"Cortland","Cat",3,0,42.60121,-76.18048,"POINT (-76.18048 42.60121)"
"25105",2023,4,NA,"Wayne","Raccoon",1,1,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"25106",2011,3,NA,"Nassau","Wild Other",1,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"25107",2021,2,NA,"Essex","Wild Other",1,0,44.21634,-73.59043,"POINT (-73.59043 44.21634)"
"25108",2017,11,NA,"Nassau","Rodents",1,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"25109",2020,5,NA,"Jefferson","Bat",4,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"25110",2011,9,NA,"Chenango","Cat",1,0,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"25111",2018,2,NA,"Dutchess","Bat",1,0,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"25112",2016,3,NA,"Tompkins","Bat",8,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"25113",2024,2,NA,"Essex","Cat",1,0,44.21634,-73.59043,"POINT (-73.59043 44.21634)"
"25114",2017,8,NA,"Steuben","Cat",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"25115",2017,7,NA,"Greene","Raccoon",1,1,42.21761,-73.86491,"POINT (-73.86491 42.21761)"
"25116",2010,10,NA,"Livingston","Dog",1,0,42.80006,-77.81584,"POINT (-77.81584 42.80006)"
"25117",2015,2,NA,"Onondaga","Cat",1,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"25118",2011,12,NA,"Orange","Bat",1,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"25119",2014,9,NA,"Suffolk","Raccoon",2,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"25120",2012,11,NA,"Westchester","Bat",9,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25121",2015,12,NA,"Westchester","Bat",20,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25122",2018,9,NA,"Ontario","Raccoon",1,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"25123",2009,3,NA,"Orange","Skunk",2,2,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"25124",2008,5,NA,"Onondaga","Bat",4,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"25125",2020,7,NA,"Lewis","Raccoon",6,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"25126",2016,1,NA,"Cattaraugus","Domestic Other",2,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"25127",2012,2,NA,"Westchester","Raccoon",1,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25128",2015,7,NA,"Franklin","Skunk",2,0,44.84888,-74.29136,"POINT (-74.29136 44.84888)"
"25129",2012,8,NA,"Niagara","Bat",25,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"25130",2008,3,NA,"Onondaga","Wild Other",1,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"25131",2019,7,NA,"Fulton","Bat",3,0,43.0069,-74.37424,"POINT (-74.37424 43.0069)"
"25132",2015,8,NA,"Rockland","Skunk",1,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"25133",2007,12,NA,"Saratoga","Raccoon",1,1,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"25134",2010,11,NA,"St. Lawrence","Cat",2,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"25135",2023,9,NA,"Tioga","Bat",1,0,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"25136",2014,9,NA,"Lewis","Cattle",1,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"25137",2014,1,NA,"Lewis","Cattle",1,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"25138",2017,12,NA,"Saratoga","Wild Other",1,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"25139",2021,12,NA,"Columbia","Wild Other",1,0,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"25140",2023,8,NA,"Warren","Bat",9,0,43.42622,-73.71242,"POINT (-73.71242 43.42622)"
"25141",2008,8,NA,"Allegany","Bat",10,0,42.34332,-78.11192,"POINT (-78.11192 42.34332)"
"25142",2020,2,NA,"Putnam","Raccoon",2,2,41.42733,-73.74847,"POINT (-73.74847 41.42733)"
"25143",2016,8,NA,"Cattaraugus","Raccoon",3,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"25144",2022,11,NA,"Montgomery","Wild Other",1,0,42.95571,-74.37199,"POINT (-74.37199 42.95571)"
"25145",2014,3,NA,"Wayne","Cat",3,1,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"25146",2017,5,NA,"Herkimer","Bat",2,0,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"25147",2019,7,NA,"Herkimer","Cat",2,0,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"25148",2014,5,NA,"Saratoga","Bat",2,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"25149",2013,7,NA,"Chenango","Cat",1,0,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"25150",2015,7,NA,"Wayne","Fox",1,1,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"25151",2015,11,NA,"Warren","Cat",1,0,43.42622,-73.71242,"POINT (-73.71242 43.42622)"
"25152",2024,5,NA,"Rensselaer","Cat",3,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"25153",2021,6,NA,"Tompkins","Cattle",1,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"25154",2008,3,NA,"Chemung","Cat",1,0,42.08982,-76.80826,"POINT (-76.80826 42.08982)"
"25155",2015,10,NA,"Monroe","Dog",1,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"25156",2009,6,NA,"Delaware","Bat",3,0,42.27959,-74.91376,"POINT (-74.91376 42.27959)"
"25157",2014,5,NA,"Warren","Rodents",1,0,43.42622,-73.71242,"POINT (-73.71242 43.42622)"
"25158",2013,7,NA,"Genesee","Cat",1,0,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"25159",2012,10,NA,"Broome","Dog",1,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"25160",2008,12,NA,"Niagara","Dog",3,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"25161",2017,12,NA,"Niagara","Raccoon",6,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"25162",2021,3,NA,"Otsego","Bat",2,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"25163",2008,4,NA,"Tioga","Wild Other",1,0,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"25164",2018,2,NA,"Westchester","Raccoon",6,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25165",2013,3,NA,"Essex","Raccoon",1,0,44.21634,-73.59043,"POINT (-73.59043 44.21634)"
"25166",2010,9,NA,"Saratoga","Cat",3,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"25167",2018,2,NA,"Broome","Bat",2,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"25168",2020,11,NA,"Putnam","Cat",2,0,41.42733,-73.74847,"POINT (-73.74847 41.42733)"
"25169",2019,7,NA,"Lewis","Raccoon",1,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"25170",2009,4,NA,"Erie","Bat",8,1,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"25171",2019,4,NA,"Livingston","Cat",1,0,42.80006,-77.81584,"POINT (-77.81584 42.80006)"
"25172",2022,6,NA,"Ulster","Cat",4,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"25173",2020,7,NA,"Herkimer","Bat",3,1,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"25174",2015,9,NA,"Monroe","Cat",3,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"25175",2023,7,NA,"Onondaga","Cat",3,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"25176",2016,1,NA,"Jefferson","Skunk",3,3,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"25177",2020,12,NA,"Oneida","Wild Other",1,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"25178",2020,1,NA,"Oswego","Bat",1,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25179",2013,5,NA,"Greene","Bat",1,0,42.21761,-73.86491,"POINT (-73.86491 42.21761)"
"25180",2023,7,NA,"Fulton","Bat",3,1,43.0069,-74.37424,"POINT (-74.37424 43.0069)"
"25181",2020,6,NA,"St. Lawrence","Skunk",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"25182",2022,8,NA,"Tioga","Cat",1,0,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"25183",2023,10,NA,"Clinton","Skunk",3,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"25184",2018,6,NA,"Jefferson","Raccoon",5,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"25185",2020,8,NA,"Steuben","Bat",5,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"25186",2021,7,NA,"Saratoga","Bat",5,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"25187",2010,6,NA,"Yates","Cat",1,0,42.66095,-77.05365,"POINT (-77.05365 42.66095)"
"25188",2016,9,NA,"Onondaga","Wild Other",1,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"25189",2019,1,NA,"Essex","Dog",1,0,44.21634,-73.59043,"POINT (-73.59043 44.21634)"
"25190",2010,1,NA,"Oswego","Cat",4,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25191",2018,2,NA,"Livingston","Cat",3,0,42.80006,-77.81584,"POINT (-77.81584 42.80006)"
"25192",2014,3,NA,"Chenango","Raccoon",1,1,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"25193",2013,10,NA,"Ontario","Cat",2,1,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"25194",2011,9,NA,"Jefferson","Raccoon",2,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"25195",2015,9,NA,"Niagara","Bat",2,1,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"25196",2021,11,NA,"Livingston","Cat",3,1,42.80006,-77.81584,"POINT (-77.81584 42.80006)"
"25197",2008,6,NA,"Lewis","Raccoon",6,1,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"25198",2020,8,NA,"Saratoga","Cat",1,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"25199",2011,7,NA,"Delaware","Dog",1,0,42.27959,-74.91376,"POINT (-74.91376 42.27959)"
"25200",2010,8,NA,"Chemung","Raccoon",1,1,42.08982,-76.80826,"POINT (-76.80826 42.08982)"
"25201",2010,4,NA,"Oneida","Cat",2,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"25202",2009,12,NA,"Orange","Cat",3,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"25203",2013,4,NA,"Rockland","Dog",1,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"25204",2009,6,NA,"Ulster","Skunk",1,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"25205",2014,2,NA,"Washington","Dog",2,0,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"25206",2015,3,NA,"Ontario","Dog",1,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"25207",2020,12,NA,"Dutchess","Cat",1,0,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"25208",2009,6,NA,"Cayuga","Dog",1,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"25209",2023,1,NA,"Niagara","Cat",1,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"25210",2009,2,NA,"Montgomery","Bat",1,0,42.95571,-74.37199,"POINT (-74.37199 42.95571)"
"25211",2016,12,NA,"Allegany","Bat",1,0,42.34332,-78.11192,"POINT (-78.11192 42.34332)"
"25212",2020,10,NA,"Columbia","Cat",2,0,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"25213",2019,5,NA,"Westchester","Rodents",1,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25214",2007,9,NA,"Niagara","Wild Other",1,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"25215",2015,9,NA,"Washington","Dog",2,0,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"25216",2009,5,NA,"Otsego","Bat",2,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"25217",2013,1,NA,"Otsego","Bat",1,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"25218",2010,5,NA,"Lewis","Rodents",1,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"25219",2019,1,NA,"Nassau","Bat",2,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"25220",2023,3,NA,"Jefferson","Skunk",1,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"25221",2017,6,NA,"Cayuga","Dog",2,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"25222",2022,6,NA,"Lewis","Raccoon",1,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"25223",2017,5,NA,"Orange","Rodents",2,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"25224",2014,4,NA,"Lewis","Cattle",1,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"25225",2023,6,NA,"Otsego","Dog",2,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"25226",2013,10,NA,"Monroe","Dog",2,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"25227",2022,9,NA,"Onondaga","Cat",7,1,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"25228",2015,2,NA,"Franklin","Raccoon",1,0,44.84888,-74.29136,"POINT (-74.29136 44.84888)"
"25229",2021,5,NA,"Suffolk","Dog",1,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"25230",2018,1,NA,"Suffolk","Bat",4,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"25231",2008,5,NA,"Rensselaer","Skunk",1,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"25232",2024,3,NA,"Westchester","Raccoon",1,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25233",2020,2,NA,"Schuyler","Raccoon",1,1,42.39501,-76.87556,"POINT (-76.87556 42.39501)"
"25234",2021,7,NA,"Monroe","Raccoon",1,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"25235",2018,6,NA,"Seneca","Cat",2,0,42.78105,-76.82376,"POINT (-76.82376 42.78105)"
"25236",2013,10,NA,"Chautauqua","Raccoon",1,0,42.25171,-79.50169,"POINT (-79.50169 42.25171)"
"25237",2018,9,NA,"Warren","Bat",1,1,43.42622,-73.71242,"POINT (-73.71242 43.42622)"
"25238",2013,7,NA,"Orange","Bat",6,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"25239",2010,8,NA,"Niagara","Bat",12,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"25240",2010,10,NA,"Saratoga","Cat",2,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"25241",2014,6,NA,"Columbia","Wild Other",2,0,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"25242",2009,5,NA,"Wyoming","Bat",5,1,42.74022,-78.13259,"POINT (-78.13259 42.74022)"
"25243",2012,5,NA,"Schenectady","Skunk",1,0,42.81422,-73.9441,"POINT (-73.9441 42.81422)"
"25244",2022,7,NA,"Schoharie","Cat",2,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"25245",2016,10,NA,"Madison","Cat",1,0,42.91287,-75.66973,"POINT (-75.66973 42.91287)"
"25246",2009,10,NA,"Tompkins","Raccoon",1,1,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"25247",2021,6,NA,"Albany","Bat",14,1,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"25248",2016,5,NA,"Orange","Bat",1,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"25249",2008,8,NA,"Dutchess","Rodents",2,0,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"25250",2012,12,NA,"Nassau","Dog",2,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"25251",2018,3,NA,"Cattaraugus","Cat",1,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"25252",2021,9,NA,"Dutchess","Dog",1,0,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"25253",2017,12,NA,"Suffolk","Dog",1,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"25254",2009,4,NA,"Chenango","Raccoon",1,1,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"25255",2023,11,NA,"Livingston","Cat",1,0,42.80006,-77.81584,"POINT (-77.81584 42.80006)"
"25256",2015,8,NA,"Oswego","Cat",1,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25257",2008,4,NA,"Orange","Dog",5,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"25258",2008,3,NA,"Albany","Raccoon",2,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"25259",2009,11,NA,"Albany","Bat",4,1,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"25260",2022,11,NA,"Onondaga","Skunk",4,1,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"25261",2023,4,NA,"Monroe","Bat",5,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"25262",2022,5,NA,"Genesee","Bat",1,0,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"25263",2015,11,NA,"Suffolk","Dog",2,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"25264",2008,4,NA,"Chautauqua","Cat",1,0,42.25171,-79.50169,"POINT (-79.50169 42.25171)"
"25265",2022,12,NA,"Otsego","Cattle",1,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"25266",2010,6,NA,"Albany","Cat",6,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"25267",2023,9,NA,"Steuben","Cat",3,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"25268",2009,10,NA,"Oswego","Cat",1,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25269",2012,7,NA,"Monroe","Cat",5,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"25270",2008,9,NA,"Essex","Domestic Other",1,0,44.21634,-73.59043,"POINT (-73.59043 44.21634)"
"25271",2017,8,NA,"Oswego","Cat",2,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25272",2023,7,NA,"Westchester","Dog",1,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25273",2019,3,NA,"Madison","Cat",1,0,42.91287,-75.66973,"POINT (-75.66973 42.91287)"
"25274",2012,2,NA,"Livingston","Raccoon",1,1,42.80006,-77.81584,"POINT (-77.81584 42.80006)"
"25275",2018,5,NA,"Lewis","Raccoon",1,1,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"25276",2015,5,NA,"Yates","Fox",1,0,42.66095,-77.05365,"POINT (-77.05365 42.66095)"
"25277",2020,5,NA,"Rensselaer","Raccoon",3,1,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"25278",2015,4,NA,"Jefferson","Cat",1,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"25279",2016,8,NA,"Nassau","Rodents",1,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"25280",2017,7,NA,"Livingston","Bat",5,0,42.80006,-77.81584,"POINT (-77.81584 42.80006)"
"25281",2017,8,NA,"Schenectady","Raccoon",1,1,42.81422,-73.9441,"POINT (-73.9441 42.81422)"
"25282",2015,8,NA,"Chautauqua","Dog",1,0,42.25171,-79.50169,"POINT (-79.50169 42.25171)"
"25283",2015,3,NA,"Madison","Bat",1,0,42.91287,-75.66973,"POINT (-75.66973 42.91287)"
"25284",2015,11,NA,"Westchester","Raccoon",1,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"25285",2015,6,NA,"Albany","Wild Other",1,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"25286",2018,7,NA,"Cattaraugus","Raccoon",2,1,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"25287",2016,2,NA,"Cattaraugus","Wild Other",1,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"25288",2008,9,NA,"Schenectady","Bat",1,1,42.81422,-73.9441,"POINT (-73.9441 42.81422)"
"25289",2024,3,NA,"Oswego","Dog",2,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25290",2014,12,NA,"Erie","Cat",7,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"25291",2013,8,NA,"Lewis","Cat",2,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"25292",2017,12,NA,"Wayne","Dog",1,0,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"25293",2023,7,NA,"Cayuga","Bat",15,1,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"25294",2016,1,NA,"Albany","Bat",2,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"25295",2015,12,NA,"St. Lawrence","Raccoon",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"25296",2010,7,NA,"Lewis","Bat",5,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"25297",2008,7,NA,"Oswego","Skunk",1,1,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"25298",2012,7,NA,"Wyoming","Bat",3,0,42.74022,-78.13259,"POINT (-78.13259 42.74022)"
"25299",2020,8,NA,"Broome","Rodents",1,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"25300",2008,8,NA,"Ulster","Wild Other",2,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"25301",2018,11,NA,"St. Lawrence","Wild Other",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
